<div>板</div>,いた,①,[名]板;切菜板，厨师;舞台,△鉄の板/铁板,<div>俎板（まないた）[0] [名]砧板，切菜板</div>,板につく。/熟练，老练；恰如其分。,[sound:板.mp3]
<div>傷み</div>,いたみ,③,<div>[名](食品）腐烂；（物品）损坏，损伤</div>,<div>△暑さで食べ物の傷みが早い。/因为天热，食物容易腐烂。</div><div>△靴の傷みがひどい。/鞋磨损得很厉害。</div>,<div>痛み（いたみ）③[名](身体）疼痛；烦恼</div>,"",[sound:傷み.mp3]
<div>傷む</div>,いたむ,②,<div>[自動1](食品）腐烂；（物品）损坏，损伤</div>,<div>△りんごが傷む。/苹果烂了。</div><div>△屋根が傷む。/房顶破损。</div>,<div>痛む(いたむ）②[自動1](身体）疼痛;</div><div>烦恼</div>,"",[sound:傷む.mp3]
至る,いたる,②⑤,[自動1]抵达;到……&nbsp;,社長から平社員に至るまで/从社长到普通职员,"",事ここに至って/事已至此&nbsp;,[sound:至る.mp3]
<div>至る所</div>,いたるところ,②[0],[副]处处，到处,△至る所新緑が見られる。/处处可见新绿。,"","",[sound:至る所.mp3]
<div>ー段と</div>,いちだんと,[0],"[副]格外,越发",<div>△雨が一段と激しくなった。/雨越发大了。</div>,"","",[sound:baidu-b03bc31c-d7123753-8fda07b5-b7404fe6-a61b9a86.mp3]
<div>一向に</div>,いっこうに,[0],<div>[副]丝毫(不）……；完全</div>,<div>△彼女は流行を一向に気にしない。/她完全不在意流行。</div>,<div>△全く（まったく）[0][副]全然，完全</div>,"",[sound:baidu-39bb01ea-091b5ba7-c4d0e1c1-d45fb559-b15e6b4f.mp3]
<div>一種</div>,いっしゅ,①,[名•副]ー种，一类;某种,<div>△霊長類動物の一種/灵长类动物的ー种</div><div>△一種独特な雰囲気/某种独特的氛围</div>,"","",[sound:一種.mp3]
<div>一周</div>,いっしゅう,[0],<div>[名•自動3]一周，一圈；周游，环游</div>,△万博会場を一周する。/游遍世博场馆。,"","",[sound:一周.mp3]
<div>一色</div>,いっしょく,④,[名]全，全都,<div>△クリスマスムード一色になる。/充满着圣诞节的气氛。</div>,"","",[sound:baidu-cf2195b7-58bb3355-0e502ed0-a85c3f0f-902bfa3f.mp3]
<div>一斉に</div>,いっせいに,[0],[副]ー齐，同时,<div>△一斉に走り出す。/ー齐往前跑。</div>,"","",[sound:baidu-e0a19f6f-94828e37-135fddd2-c36bfccf-b3036e3a.mp3]
<div>一層</div>,いっそう,[0],<div>[名•副]一层，一楼;越发，更加</div>,△一層努力する。/更加努力。,<div>更に さらに ①[副]更加&nbsp;</div>,"",[sound:baidu-bf949b8e-52f787be-c7f4e03d-0e4f926c-46ce3681.mp3]
一旦,いったん,[0],[副]暂时，姑且;一旦，如果……,<div>△一旦帰宅してまた出直す。/先回家ー趟再出来。</div><div>△一旦決めたら変更できない。/一旦决定了就不能改变。</div>,"","",[sound:一旦.mp3]
<div>一致</div>,いっち,[0]&nbsp;,<div>[名•自動3]一致，相符；团结，齐心</div>,<div>△証言が一致する。/证词相符。</div>,"",<div>一致団結/团结一致</div>,[sound:一致_1452150778362.mp3]
<div>一定</div>,いってい,[0],[名•自他動3]一定，某种程度;稳定,<div>△一定の評価/一定的评价</div><div>△価格が一定している。/价格稳定。</div>,"","",[sound:一定.mp3]
<div>一転</div>,いってん,[0],[名•自動3]突然ー变，,<div>△情勢は一転して我がチームに有利となっ</div><div>た。/形势ー变，对我方有利了。</div>,"",<div>心機一転/精神换然一新，心机ー转</div>,[sound:baidu-04841f32-e0a06f6d-0535bc0e-17f7f887-680c6505.mp3]
<div>いつとなく</div>,いつとなく,④,[副]不知不觉,<div>△いつとなく好きになってしまった。/不知不觉爱上了。</div>,<div>いつの間にか（いつのまにか）[連語]不知</div><div>不觉，不知什么时候</div>,"",[sound:baidu-c7109f01-61d9bdd2-43d740e4-8a2f89e1-002adfe2.mp3]
<div>緯度</div>,いど,①,[名]纬度,"",経度（けいど）①[名]经度<br>,"",[sound:緯度.mp3]
<div>井戸</div>,いど,①,[名]井,△井戸を掘る。/挖井。,"","",[sound:井戸.mp3]
稲,いね,①,[名]稻子,△稲を刈る。/割稻子。,<div>稲妻（いなずま）[0][名]闪电</div>,"",[sound:稲.mp3]
<div>祈り</div>,いのり,③,"[名]祈祷,祷告",<div>△祈りを捧げる。/进行祷告。</div>,"","",[sound:祈り.mp3]
<div>威張る</div>,いばる,②,[自動1]嚣张，飞扬跋扈,<div>△威張るほどのことでもない。/并不值得大吹大擂。</div>,<div>頑張る（がんばる）③[自動1]奋カ拼搏，</div><div>努力</div>,"",[sound:威張る.mp3]
<div>衣服</div>,いふく,①,[名]衣服，衣物,<div>△衣服を整える。/整理仪容。</div>,"","",[sound:衣服.mp3]
今一,いまいち,②,"[副]差一点,再加把劲",<div>△このお店の料理は今一だ。/这家店饭菜的味道一般。</div><div>△調子が今一出ない。/使不上劲来，状态</div><div>不佳。</div>,"","",[sound:baidu-66647063-bb14faaa-07228450-f7b09860-944dbd65.mp3]
<div>今時</div>,いまどき,[0],<div>&nbsp;[名]现今，如今;现在，这个时候</div>,<div>△今時行っても間に合わない。/就算现在去也赶不上了。</div>,"","",[sound:今時.mp3]
<div>今に</div>,いまに,①,<div>[副]不久，很快；至今(后多接否定）</div>,<div>△今に雪が降る。/很快就会下雪的。</div><div>△今に忘れられない。/至今难忘。</div>,"","",[sound:今に.mp3]
<div>今にも</div>,いまにも,①,"[副]眼看,就要",<div>△今にも雨が降り出しそうだ。/看样子就快要下雨了。</div><div><br /></div>,"","",[sound:今にも.mp3]
今のところ,いまのところ,[0],[名]目前，现阶段,<div>△今のところ順調に進んでいる。/现阶段</div><div>进展顺利。&nbsp;</div>,"","",[sound:今のところ.mp3]
<div>いやというほど</div>,いやというほど,②[0],[副]厌烦，腻烦;非常,<div>△ジャガイモをいやというほど食ベた。/吃了太多的土豆。</div>,"","",[sound:baidu-2cb7063d-6ed00c13-e867539d-cc77f7c8-b3b16ac4.mp3]
<div>依頼</div>,いらい,[0],<div>[名•他動3]请求，委托;依赖，依靠</div>,△デザインを依頼する。/委托(他人）设计。,<div>以来（いらい）①[名]以来，自··开始</div><div>至今</div>,"",[sound:依頼.mp3]
<div>炒る/煎る</div>,いる,①,[他動1]炒，煎,<div>△卵を炒る。/煎鸡蛋。</div>,<div>炒める（いためる）③[他動2]炒</div>,"",[sound:炒る.mp3]
<div>入れ替える</div>,いれかえる,④③,<div>[他動2]改换，更换</div>,<div>△空気を入れ替える。/换空气。</div><div>△心を入れ替える。/洗心革面。</div>,"","",[sound:入れ替える.mp3]
<div>色付&nbsp;</div>,いろづく,③,<div>[自動1](树叶）变红;(果实）渐熟</div>,<div>△みかんが色付く。/橘子熟了。</div>,"","",[sound:baidu-88f46fa9-fa554475-2cce02cb-3996a540-5482342d.mp3]
<div>祝う</div>,いわう,②,[他動1]祝贺，庆贺,△誕生日を祝う。/庆祝生日。,"","",[sound:祝う.mp3]
<div>いわば</div>,いわば,②[0],[副]说起来，好比是，可谓是,<div>△東方明珠はいわば上海のシンボルだ。/东方明珠可谓是上海的地标。</div>,"","",[sound:5234236627D924D70D0C3190414A6C98.mp3]
<div>いわゆる</div>,いわゆる,③②,[連体]俗称的，即我们常说的,<div>△いわゆる脳トレーニングである。/即我们常说的脑力训练。</div>,"","",[sound:baidu-20ebdae2-72fa0ee1-2fc039a4-54b8a653-a782b2aa.mp3]
<div>install</div>,インストール,④,[名•他動3]安装,"",取り付ける（とりつける）④[0][他動2]安装；签署合同；达成协议,"",[sound:インストール.mp3]
<div>引退</div>,いんたい,[0],"<div>[名•自動3]隐退，退职,退役</div>",△芸能界から引退する。/退出演艺圏。,<div>現役（げんえき）[0] [名]现役，在职</div>,"",[sound:引退.mp3]
<div>interview</div>,インタビュ一,①③,<div>[名•自動3]采访，会见</div>,<div>△オリンピック選手にインタビューする。/采访奥运选手。&nbsp;</div>,"","",[sound:インタビュー.mp3]
<div>引用</div>,いんよう,[0],[名•他動3]引用，借用,<div>△古典を引用する。/引用古典。&nbsp;</div>,"","",[sound:引用.mp3]
<div>引力</div>,いんりょく,①,<div>[名]引力，（物体间）相互吸引的力</div>,△万有引力/万有引力,<div>斥力(せきりょく）②[名]斥力，（物体间）相互排斥的作用力</div>,"",[sound:引力.mp3]
<div>植木</div>,うえき,[0],[名]栽种的树；盆栽的花木,△植木に水をやる。/给盆栽浇水。,<div>植林（しょくりん）[0] [名•自動3]植树造林&nbsp;</div>,"",[sound:植木.mp3]
<div>飢える</div>,うえる,②,"[自動2]饥饿;渴望,渴求",<div>△知識に飢えている。/求知心切。</div>,<div>飢餓（きが）①[名]饥饿&nbsp;</div>,"",[sound:飢える.mp3]
<div>魚</div>,うお,[0],&nbsp;[名]鱼，鱼类的总称,<div>△魚と水/鱼水情，如同鱼和水般的亲密关系</div>,"",<div>水を得た魚のよう/如鱼得水</div>,[sound:魚.mp3]
<div>伺う</div>,うかがう,[0],<div>[他動1]“询问;拜访”的自谦语</div>,<div>△先生に伺う。/问老师。&nbsp;</div>,"","",[sound:伺う.mp3]
<div>浮く</div>,うく,[0],<div>[自動1]漂，浮；浮现;动摇；兴，快活</div>,<div>△土台が浮く。/根基松动。</div><div>△浮かぬ顔/不开心的表情</div>,"",<div>歯の浮くようなお世辞/肉麻的奉承话</div>,[sound:baidu-7e680348-539473ea-702df799-d18945c8-d70b4f57.mp3]
<div>受け入れ</div>,うけいれ,[0],<div>&nbsp;[名]接收，接纳;答应</div>,<div>△受け入れ姿勢/接纳的准备</div>,"","",[sound:受け入れ.mp3]
<div>承る</div>,うけたまわる,⑤[0],<div>[他動1]聆听；接受，听从</div>,<div>△ご注文、確かに承りました。/的确接收到了您的订单。</div>,"","",[sound:承る.mp3]
<div>受け取り&nbsp;</div>,うけとり,[0],[名]收，领;收据,△受け取りに行く。/去领取。,"<div>受け取る（うけとる)[0]③[自他動1]接受.</div><div>领取;理解,领会</div>","",[sound:baidu-08d54fbf-b649d5c1-d5670290-f354c6a6-78492cbd.mp3]
<div>受け持ち</div>,うけもち,[0],"<div>[名]担当者,班主任;负责</div>",<div>△ここは私の受け持ちだ。/这里是我负</div><div>责的。</div>,"","",[sound:受け持ち.mp3]
<div>受け持つ</div>,うけもつ,③[0],<div>[他動1]担任，负责</div>,<div>△三年生のクラスを受け持つ。/负责三年级班级。</div><div><br /></div>,"","",[sound:受け持つ.mp3]
<div>薄明るい</div>,うすあかるい,③⑤,<div>[イ形]微亮，(发出）微弱的亮光</div>,<div>△東の空が薄明るくなる。/东方（渐渐）露出鱼肚白。</div>,"","",[sound:baidu-7a83b58d-ffd48916-5ae0d50f-33cfa41a-9ca85464.mp3]
薄型,うすがた,[0],[名]薄咽,△薄型テレビ/超薄电视机&nbsp;,"","",[sound:baidu-007dfdb4-a09bb453-6f6742ea-0c26c240-8069513e.mp3]
<div>薄暗い</div>,うすぐらい,④[0],<div><div>&nbsp;[イ形]微暗.因光线较弱而比较暗</div></div>,△薄暗い部屋/微暗的房间,"","",[sound:薄暗い.mp3]
<div>薄める</div>,うすめる,[0]③,[他動2]稀释，冲淡,<div>△水で濃度を薄める。/用水稀释浓度。</div>,"","",[sound:薄める.mp3]
<div>薄れる</div>,うすれる,[0]③,<div>[自動2]变得淡化；退化</div>,△記憶が薄れる。/记忆变得淡薄。,<div>薄らぐ（うすらぐ）③[0][自動1]变薄，变</div><div>淡;变低</div>,"",[sound:薄れる.mp3]
<div>右折</div>,うせつ,[0],"<div>[名•自動3]右拐,右转弯</div>",△右折禁止/禁止右转,"<div>左折（させつ）[0][名•自動3]左拐,左转巧</div>","",[sound:右折.mp3]
<div>嘘つき</div>,うそつき,②,<div>[名]说谎，谎言，说谎的人</div>,<div><br /></div>,"",<div>嘘つきは泥棒の始まり。/说谎是偷窃的开始。</div>,[sound:baidu-5064480b-80ab89ee-e3f3ff82-1fa93ab6-f4827c8b.mp3]
<div>疑い</div>,うたがい,[0],[名]怀疑；疑问，疑惑,△疑いを抱く。/怀疑。,<div>疑う（うたがう）[0][他動1]怀疑，起疑心;不敢相信</div>,"",[sound:疑い.mp3]
<div>打ち上げる</div>,うちあげる,④[0],"<div>[他動2]发射,打出；（演出等）终了，闭幕</div>",<div>△花火を打ち上げる。/放烟花。</div>△公演を打ち上げる。/结束演出。,<div>打ち上げ（うちあげ)⑤[名]发射；工作结</div><div>来时的宴会</div>,"",[sound:打ち上げる.mp3]
打ち消す,うちけす,③[0],[他動1]否定，否认； 打消，抹去,△うわさを打ち消す。/否认传闻。,<div>打ち消し（うちけし）[0] [名]否定，否认</div>,"",[sound:打ち消す.mp3]
<div>打ち出す</div>,うちだす,③[0],<div>[他動1]打出，射出；提出（主义，方针等）</div>,<div>△新しい方針を打ち出す。/制定出新方针。</div>,"","",[sound:打ち出す.mp3]
<div>団扇</div>,うちわ,②,[名]团扇，蒲扇,"",扇子(せんす）⑥[名]扇子，折扇,"",[sound:団扇.mp3]
<div>うっすら</div>,うっすら,③,[副]薄薄地.轻微地,<div>△うっすら覚えている。/略微记得一点。</div>,"","",[sound:baidu-ae5a9f45-5990f1b1-3871f05b-e4b98758-29dacc99.mp3]
<div>訴える</div>,うったえる,④③,<div>[他動2]起诉；申诉;依靠，求助于</div>,"",訴え（うったえ）[0]③[名]控告，诉讼,"",[sound:訴える.mp3]
<div>雨天</div>,うてん,①,"[名]雨天,下雨的日子",△雨天順延/雨天顺延,"晴天(せいてん）[0] [名]晴天,晴朗的天空","",[sound:雨天.mp3]
<div>うとうと</div>,うとうと<br>,"<font face=""Helvetica Neue"" size=""3""><span style=""-webkit-text-size-adjust: auto; background-color: rgba(255, 255, 255, 0);"">①</span></font><br>","[副•自動3]迷迷糊糊,似睡非睡<br>",<div>△退屈な会議にうとうとする。/因会议大无聊而犯困。</div>,"","",[sound:うとうと.mp3]
<div>うなずく &nbsp;</div>,うなずく,③[0],"[自動1]点头;首肯,理解",<div>△軽くうなずく。/微微点一点头。</div>,"","",[sound:baidu-d28cc5a9-22ebf3ce-1f703739-d781fa85-ca3be381.mp3]
<div>唸る</div>,うなる,②,[自動1]呻吟;轰鸣,<div>△痛さに唸る。/因痛苦而呻吟。</div>,"","",[sound:唸る.mp3]
<div>埋まる</div>,うまる,[0],<div>[自動1]掩埋;填满，没有空隙;填补</div>,<div><div>△席が埋まる。/座无虚席。</div><div>△赤字が埋まる。/填补赤字。</div></div>,"","",[sound:baidu-59225dc7-86a4b2cb-8853348b-ea321588-072b0745.mp3]
<div>生み出す</div>,うみだす,③,"<div>[他動1]生出；生产出,创造</div>",<div>△名作を生み出す。/创造名作。&nbsp;</div>,"","",[sound:生み出す.mp3]
<div>生む/産む</div>,うむ,[0],<div>&nbsp;[他動1]生产，分娩;产生</div>,<div>△誤解を生む。/产生误解。&nbsp;</div>,"","",[sound:生む.mp3]
<div>有無</div>,うむ,①,"[名]有或没有,有无",<div>△経験の有無を問わず。/无论有没有经验。&nbsp;</div>,"","",[sound:有無.mp3]
<div>敬う</div>,うやまう,③,[他動1]尊敬，敬重,△目上の人を敬う。/尊敬长辈。,"<div>尊敬（そんけい）[0][名•他動3]尊敬,敬重&nbsp;</div>","",[sound:敬う.mp3]
<div>裏返す</div>,うらがえす,③,[他動1]翻过来,<div>△新聞を裏返す。/把报纸翻过来。</div><div>△裏返して言えば/反过来说（的话)</div>,"","",[sound:裏返す.mp3]
<div>裏切る</div>,うらぎる,③,<div>[他動1]出卖，叛；辜负，与预期相违背</div>,<div>△仲間を裏切る。/出卖同伴。</div><div>△期待を裏切る。/辜负期望。</div>,"","",[sound:裏切る.mp3]
<div>裏口</div>,うらぐち,[0],[名]后门；幕后，地下,△裏口営業/非法营业,<div>表口(おもてぐち）[0]③[名]正门，前门</div>,"",[sound:裏口.mp3]
<div>占う</div>,うらなう,③,[他動1]占卜，算卦,<div>△運勢を占う。/占ト运势。</div>,"","",[sound:占う.mp3]
<div>羨ましい</div>,うらやましい,⑤,[イ形]羡慕的,<div>△無邪気な子どもが羨ましい。/天真无邪的小孩子令人羡慕。</div>,"","",[sound:羨ましい.mp3]
<div>羨む</div>,うらやむ,③,"[他動1]羡慕,眼红，嫉妒",<div>△人の幸せを羨む。/羡慕别人的幸福。</div>,"","",[sound:羨む.mp3]
<div>売り切れ</div>,うりきれ,[0],[名]卖完,<div>△売り切れになった。/卖光了。</div>,"","",[sound:売り切れ.mp3]
<div>売り出し</div>,うりだし,[0],<div>[名•他動3]开始销售，推销</div>,<div>△年末大売り出し/年末特卖</div>,"","",[sound:売り出し.mp3]
<div>売り出す</div>,うりだす,③,<div>[他動1]上市，开始出售;推销，减价销售</div>,<div>△新製品を売り出す。/发售新产品。</div>,"","",[sound:売り出す.mp3]
<div>上回る</div>,うわまわる,④[0],<div>[自動1]超出，超过</div>,<div>△予想を上回る。/超出預想。&nbsp;</div>,"","",[sound:上回る.mp3]
<div>運</div>,うん,①,[名]运，运气,<div>△運がいい。/运气好。</div>,"","",[sound:運.mp3]
<div>運河</div>,うんが,①,[名]运河,<div>△運河を開く。/开挖运河。</div>,<div>△山河（さんが）①[名]山河</div><div>△河川（かせん）①[名]河川</div>,"",[sound:運河.mp3]
<div>うんと</div>,うんと,<div>[0]①</div>,<div>[副]很多地，大量地；非常，……得多</div>,<div>△数値がうんと上がった。/数值ー下子上</div><div>去了。</div><div>△彼はぼくよりうんと利口だ。/他比我聪明</div>,"","",[sound:うんと.mp3]
<div>運動</div>,うんどう,[0],[名•自動3]运动;活动,<div>△健康のために毎日運動する。/为了健康，每天进行体育锻炼。</div>,"","",[sound:運動.mp3]
airmail,エアメール,"","","",<div>航空便（こうくうびん）⑤③[名]航空邮件</div><div>船便（ふなびん）[0] [名]通船；用船邮寄</div><div>(信件或货物）</div>,"",[sound:エアメール.mp3]
<div>永遠</div>,えいえん,[0],<div>[名•ナ形]永久，永远;永存</div>,△永遠に続く。/永远延续。,<div>瞬間（しゅんかん）[0] [名]瞬间，一瞬</div>,"",[sound:永遠.mp3]
<div>永久</div>,えいきゅう,[0],"[名.ナ形]永久,永远",<div>△永久に変わらない。/永恒不变。&nbsp;</div>,"","",[sound:永久.mp3]
<div>衛生</div>,えいせい,[0],[名]卫生,<div>△衛生を保つ。/保持清沽。</div>,"","",[sound:衛生.mp3]
<div>映像</div>,えいぞう,[0],[名]影像;倒影,<div>△テレビの映像/电视图像</div>,"","",[sound:映像.mp3]
<div>笑顔</div>,えがお,①,[名]笑脸,△笑顔を浮かべる。/露出笑脸。,<div>泣き顔（なきがお）[0][名]哭丧着的脸</div>,"",[sound:笑顔.mp3]
<div>液体</div>,えきたい,[0]&nbsp;,[名]液体，液态,<div>△液体空気/液态空气</div>,"","",[sound:液体.mp3]
<div>エチケット</div>,エチケット,①③,[名]礼貌，礼仪,△エチケットに反する。/违反礼仪。,<div>礼儀作法(れいぎさほう）④[名]礼节.礼</div><div>仪，规矩&nbsp;</div>,"",[sound:エチケット.mp3]
